Product Name,Brand Name,Reviews
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,I don't think the resolutions should be I have to uninstall Druva client and reinstall.,
Endpoints,EP,I worked with Shardul Kadam to resolve SCIM mapping and SSO for Druva and Azure AD. He was fantastic to work with and incredibly knowledgable. He made the experience very easy and was very efficient with the answers. I'm very happy to have worked with Shardul to address this.,
Hybrid Workloads (Phoenix),Enterprise,once support was able to call me we got things done quickly. Please note some of your calls come in as spam and get transferred into my spam vm. I'm not sure what can be done about this.,
Hybrid Workloads (Phoenix),Enterprise,once support was able to call me we got things done quickly. Please note some of your calls come in as spam and get transferred into my spam vm. I'm not sure what can be done about this.,
Hybrid Workloads (Phoenix),Enterprise,Quick response!,
Hybrid Workloads (Phoenix),Enterprise,"Quick, courteous and knowledgeable...what more could you ask for?!",
Hybrid Workloads (Phoenix),Enterprise,Thank you Sandeep!,
Hybrid Workloads (Phoenix),Enterprise,"Amazing support, thank you Sandeep!",
SaaS Apps,SaaS,I have received an excellent support throughout our POC from the entire product team. we are still in the POC phase and look forward moving up in business with you soon.,
SaaS Apps,SaaS,"The problem we have hasn't been resolved, InSync is not fully compatible with Linux, the new Ubuntu version is here and Debian is the main distribution which should be supported.",
SaaS Apps,SaaS,Workaround provided did not resolve our issue and ticket was closed. We had to use alternative methods to export data,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt support. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt support. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt support. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt support. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt support. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt support. We look forward to working with you in the future.,
SaaS Apps,SaaS,Great response speed!,
Hybrid Workloads (Phoenix),Enterprise,Great peace of mind.,
Endpoints,EP,Engineer Akshay was extremely helpful and knowledgeable on the subject and very kindly helped explain a solution you have that could be very beneficial for the team and create some new efficiencies,
Hybrid Workloads (Phoenix),Enterprise,Giri did amazing. He was able to quickly and accurately pinpoint a problem and offer a solution. Give that man a raise.,
SaaS Apps,SaaS,"Great session, showed me everything i needed.",
Hybrid Workloads (Phoenix),Enterprise,Quick support good knowledge of solutions,
Native Workloads (CloudRanger),Enterprise,Both Engineers I spoke with were wonderful. Knowledgeable and patient with me (as I'd never done this before) and we were able to carry out the process I required with the minimum of fuss. Very highly recommended.,
Endpoints,EP,Web download of a backup is pretty slow - but - awesome support!,
Endpoints,EP,"The documentation for re-homing an AD/LDAP server is sort-of correct in the online documentation-- as far as it goes. It leaves out a LOT of steps. Once I was able to get in touch with the 2nd level service tech, he quickly walked me through a LOT of steps to fix the issue. I did take notes in case I have to do it again!!",
Hybrid Workloads (Phoenix),Enterprise,"Giri was able to find a root cause of the issue and determine that it was functioning as intended and called me directly to explain the proper function in a very professional manner. Again, Giri is extremely professional and prompt. Give this man an even bigger raise!",
Endpoints,EP,"Please provide more staff into the chat portal, chat is the ultimate support contact option, but it is useless if you'll have to wait almost an hour before you will get an agent to chat with.",
Hybrid Workloads (Phoenix),Enterprise,dashboards should alow for me to expand colums so i can see the full names of backup jobs for example.,
Hybrid Workloads (Phoenix),Enterprise,Druva support was not required. DR restore task was completed without any assistance.,
SaaS Apps,SaaS,Druva is a excellent backup solution for Microsoft SaaS app.,
SaaS Apps,SaaS,"My query was dealt with quickly and professionally by Shoeb. I was provided with an answer within a couple of hours despite my question not being an urgent issue. Shoeb was polite and friendly, and knowledgeable. Great service!",
SaaS Apps,SaaS,The agent was very helpful and communicated effectively.,
SaaS Apps,SaaS,"I really appreciated the support engineer, Faizan. He did an excellent job of, not just fixing my problem, but also explaining what happened. He also followed up to verify the problem was fixed.",
Endpoints,EP,"Jose did a great job working with the customer on the POC MAC deployment issues. Those issues were solved quickly, and customer is moving forward to get approvals for purchase.",
Hybrid Workloads (Phoenix),Enterprise,Fast and precise support. Excellent!,
Endpoints,EP,Thanks!,
Native Workloads (CloudRanger),Enterprise,Druva support rocks!!,
Hybrid Workloads (Phoenix),Enterprise,too many days with the same problem,
Endpoints,EP,I was extremely impressed with Vikram. He stayed online and diligently worked the issue until resolved. He was able to pinpoint the issue.,
Endpoints,EP,Thank you for your prompt response. I look forward to working with you.,
Endpoints,EP,Thank you for your prompt response. I look forward to working with you.,
Endpoints,EP,Thank you for your prompt response. I look forward to working with you.,
Endpoints,EP,Thank you for your supports,
SaaS Apps,SaaS,Thank you for solving this so quickly. The time it took to resolve was excellent!,
SaaS Apps,SaaS,"The technician's support was very good. Two areas which I would suggest need improvement are: 1) The process of opening a new case. You really need a clear button for ""Open Case"". The little ""Contact Us"" slider in the lower right corner isn't obvious. 2) A great deal of background noise on the support call. The call center has lots of overlapping voices, making it difficult to follow the conversation.",
Endpoints,EP,Marc and Jose did an excellent job. They were able to do the initial deployment and backup configuration with the customer within 10 minutes! Marc also has a knack for casual small talk during times when we are waiting for installation/setup to complete that provides a positive experience and makes customers comfortable. A great asset to have.,
Hybrid Workloads (Phoenix),Enterprise,Thanks to the support reps who assisted!,
SaaS Apps,SaaS,"Great experience, fast and helped me out perfect the first time.",
Hybrid Workloads (Phoenix),Enterprise,A* service,
SaaS Apps,SaaS,"Support as always is top tier. Fast to respond and very helpful. The only complaint, would be the last 2 tickets i opened have ended up being known issues being worked on. But nothing about these was in the Druva support portals, which would have stopped me opening additional tickets Thanks",
Hybrid Workloads (Phoenix),Enterprise,good product and good techs,
SaaS Apps,SaaS,"It would be helpful to have a quicker / more streamlined process for support when needed. This ticket took a long time. If this was a more critical piece of our system, I would have needed this to be fixed in days, instead of almost a month.",
Native Workloads (CloudRanger),Enterprise,"Ian Wilson provided his typical level of exemplary support on this case - communicating well, seeing it through to a resolution, and volunteering to continue the investigation based on my feedback.",
Hybrid Workloads (Phoenix),Enterprise,The Tech Support at Druva coupled with their software is what makes this a successful product. They support their product and the product works !,
SaaS Apps,SaaS,awesome. also thomas dinsen is awesome !,
Endpoints,EP,Gomathy is extemely helpful and knowledgeable. Excellent support!,
Hybrid Workloads (Phoenix),Enterprise,Great service and follow up on tickets.,
Hybrid Workloads (Phoenix),Enterprise,"Very quick support, appreciate it.",
SaaS Apps,SaaS,"Support is doing fine but customer needs to know what had happened in the backend, since the issue that i was facing was there for longer time and once we contacted the support it just got resolved, so need to have an brief log on that. rather than that everything is fine.",
SaaS Apps,SaaS,Krishnaprasad was incredibly helpful in helping me resolve a longstanding issue for my customer. Thank you!,
Hybrid Workloads (Phoenix),Enterprise,Very pleased with the prompt service and resolution to my technical issue,
Native Workloads (CloudRanger),Enterprise,Great service!,
SaaS Apps,SaaS,"People seem to only try to close the ticket instead of solving the issue, which this is what the support should be doing right?",
Hybrid Workloads (Phoenix),Enterprise,Thank you!,
Endpoints,EP,"Everything else is top notch, but please try to stay in schedule!",
Hybrid Workloads (Phoenix),Enterprise,Thanks Team for your help,
SaaS Apps,SaaS,Thank you,
Endpoints,EP,Finding exactly where to submit a case was a little confusing.,
Hybrid Workloads (Phoenix),Enterprise,Very knowledgeable and patient. Solved the problem even though I had inadvertently created more.,
Hybrid Workloads (Phoenix),Enterprise,Very knowledgeable and patient. Solved the problem even though I had inadvertently created more.,
SaaS Apps,SaaS,support is terrible and resolution time is exteremly poor.,
Hybrid Workloads (Phoenix),Enterprise,N/A at this time.,
Endpoints,EP,I hope the issue I submitted becomes a new feature...,
SaaS Apps,SaaS,"As always, amazing support provided from Druva",
SaaS Apps,SaaS,Fantastic and fast resolution for case 00206682. The tech was excellent and solved my problem quickly and easily!,
SaaS Apps,SaaS,Great product knowledge provided by assisting technician. Reported issue successfully resolved and tested,
Hybrid Workloads (Phoenix),Enterprise,Druva should include MY-SQL workload.,
Native Workloads (CloudRanger),Enterprise,Thanks for your Support.,
Hybrid Workloads (Phoenix),Enterprise,"Nothing, everything is perfect",
Hybrid Workloads (Phoenix),Enterprise,"Horrible staff, no resolution. More worried about $$$ than the customers",
Endpoints,EP,Excellent Service!,
SaaS Apps,SaaS,Faizan Sayyed was able to fix my issue right on the spot. Tech is very knowledgeable and was able to explain and fix my issue right away. The guy deserver a raise.,
Endpoints,EP,"Amar, was extremely helpful, Agile and quick on response to get all our queries sorted during our Druva POC.",
Hybrid Workloads (Phoenix),Enterprise,error codes are wrong. error was network connectivity but error given was permissions. can the error codes be corrected and made more granular so that it is a quick fix please?,
Hybrid Workloads (Phoenix),Enterprise,Keep up the good work.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,"Nabil was knowledgeable, friendly and showed motivation to solve all my isssues.",
SaaS Apps,SaaS,"Nabil was knowledgeable, patient and eager to solve my issues.",
SaaS Apps,SaaS,"All techs have been excellent, but most are unable to answer fundamental questions about inSync without asking somebody else. And, consistently, information gathering is done without understanding the purpose and expected results, resulting in failed and/or pointless tests, wasting my time and yours. Need better communication at Druva between Developers and Support staff.",
Hybrid Workloads (Phoenix),Enterprise,Great support and very prompt.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your support. Ricardo,
SaaS Apps,SaaS,Would appreciate more feedback for support cases. Faster and more frequent. Please don't leave me in the dark. Thanks - mm.,
SaaS Apps,SaaS,Resolution to latest issue took far too long and I still have no idea what the root cause was.,
Endpoints,EP,Vikram is very patient when it comes to helping others. I like his customer driven style of resolving an issue.,
Hybrid Workloads (Phoenix),Enterprise,Thankyou.,
Endpoints,EP,Good services,
Endpoints,EP,Sadiya Pathan given very much support its really very much appreciated..we are looking forward to work with you again...,
SaaS Apps,SaaS,The agent who helped me was really good and knowledgable,
Endpoints,EP,Thank you!,
Endpoints,EP,NA,
Native Workloads (CloudRanger),Enterprise,Thank you for your quick and professional support.,
Endpoints,EP,Support for MDM deployment of the inSync Client to macOS devices is possible but not documented. I had to figure it out on my own.,
Hybrid Workloads (Phoenix),Enterprise,"Abhishek Kamle was a huge help. He was professional, he communicated clearly and proficiently on the questions that I had. He was incredibly knowledgeable and kind. I am thankful for my time with Abhishek today. He was great!",
Hybrid Workloads (Phoenix),Enterprise,"I had the pleasure of working with Abhishek this morning and it was a great experience with tech support. He was professional, kind, patient, and proficient. I wish all support experiences were this way. Thank you Abhishek for a great conversation!",
Hybrid Workloads (Phoenix),Enterprise,Got the solution that got worked and backups are running fine. Thanks Muzaffar for your overall support and followup throughout the case. -Shahid,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,We highly appreciate the fact that your team has taken the lead in this case. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
SaaS Apps,SaaS,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,N/A,
SaaS Apps,SaaS,Tech knew his stuff and was eager to help. Excellent support!,
SaaS Apps,SaaS,great support,
Hybrid Workloads (Phoenix),Enterprise,Need much improvement in all areas,
Hybrid Workloads (Phoenix),Enterprise,"Great support, extremely helpful for the customer, thank you!",
SaaS Apps,SaaS,Within 5 minutes of opening the ticket I had communication with the assigned tech. Issue was resolved immediately Thanks,
Hybrid Workloads (Phoenix),Enterprise,Always a great experience with support.,
Hybrid Workloads (Phoenix),Enterprise,"Supporter, Ravikiran Shetty, is very polite and did a good job solving our SQL backup issues. Our problems were not exactly straight forward, but he solved it :)",
Hybrid Workloads (Phoenix),Enterprise,Need to update to customer in every 1 hour for P1 issue and try to resolve as soon as possible.,
Hybrid Workloads (Phoenix),Enterprise,"Great job Pradeep, appreciate your help",
SaaS Apps,SaaS,"Tech emailed me and asked me for screenshots, I sent the requested screenshots three different times and the tech just closed the case without resolution.",
SaaS Apps,SaaS,Service was fast and efficient. Tech was very professional. well done!,
Hybrid Workloads (Phoenix),Enterprise,Excellent Pradeep,
SaaS Apps,SaaS,"Support engineer Krishnaprasad Bhat was very knowledgeable, professional and helpful",
Endpoints,EP,Should have to work on fast portal updates.,
Endpoints,EP,This case was closed without checking with me/customer.,
SaaS Apps,SaaS,Appreciate your service,
Endpoints,EP,"Support response is quick, and ask the right questions to get my issue resolved in a timely matter.",
Hybrid Workloads (Phoenix),Enterprise,Support tech was in a rush to close the case without validating a successful backup after the problem was resolved.,
Endpoints,EP,Thanks for assistance.,
Hybrid Workloads (Phoenix),Enterprise,"Great job, super efficient and helpful.",
Hybrid Workloads (Phoenix),Enterprise,I just want to Thank you for all your assistance.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,When I called technical support the person on the phone was not the person to help me. Instead he had me create an account with the support portal and create a ticket. Then proceeded to tell me that someone will be in contact from 45min to 2 hours. Would have been nice to trouble shoot it right over the phone at the time. However the issue was resolved. Thank you.,
Hybrid Workloads (Phoenix),Enterprise,"Thank you, great experience!",
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,It was a great experience as the technical resource responded quickly and was concerned about my issue. I am very impressed by the follow-up practice. Great Work! keep it up.,
SaaS Apps,SaaS,Excellent support,
SaaS Apps,SaaS,Super fast and professional service.,
Endpoints,EP,"Great service, quick and fast response.",
Hybrid Workloads (Phoenix),Enterprise,awesome support on this case!,
SaaS Apps,SaaS,The Agent was really skilled and professional and was able to resolve the issue in no time,
SaaS Apps,SaaS,None really. Gagan was very helpful and timely with his responses to the case we raised regarding the GUI not updating.,
SaaS Apps,SaaS,Krishnaprasad B provided excellent support and resolution to our issue.,
Hybrid Workloads (Phoenix),Enterprise,"Pratibha Bajpai is an absolute star, fantastic support person. Very knowledgeable with the Windows and Linux platforms. Has solved everyone of the issues we were getting.",
Hybrid Workloads (Phoenix),Enterprise,"Great support, thank you!",
SaaS Apps,SaaS,Reporting needs to be improved. Been asking for this for past 3 years now.,
SaaS Apps,SaaS,It would be fantastic to be able to see the size of folders/subfolders in the Restore portal.,
Hybrid Workloads (Phoenix),Enterprise,Excellent service as always.,
Endpoints,EP,"All the experience is ok, just sometimes when I tried to download a backup the service is not available, this regularly happens when the AWS is having problems, at this year happendes 3 times if Im not wrong, you should check that. Kind Regards",
Endpoints,EP,Madhup was awesome.,
Endpoints,EP,Excelent work. Keep on doing it.,
Endpoints,EP,Vikram provided excellent service. He explained things well and worked through many iterations and options for me to implement and allowed plenty of time for me to test and gather information. Thank you Vikram!!!,
Hybrid Workloads (Phoenix),Enterprise,Very satisfied,
SaaS Apps,SaaS,"nice ,,,no comment",
SaaS Apps,SaaS,Vikram Vadgama was a great help. Absolutely brilliant.,
Hybrid Workloads (Phoenix),Enterprise,Appreciated Raj's Help in resolving the backup issue,
Endpoints,EP,"This was a proactive case. But they couldn't tell us why for a few days and it turns out the issue was a few days prior to the case being open. Because of the lag we didn't immediately put together that something we had done cause the proactive case. And because they had no details it dragged it out as well. Ideally in the future if the case would have been opened sooner, or some more details why it was opened been provided, it would have saved time for both us and your support engineers.",
Hybrid Workloads (Phoenix),Enterprise,Thanks for all the assistance,
Hybrid Workloads (Phoenix),Enterprise,"Sandeep identifies issues accurately, adequately communicates & provides updates. Keep up the great job!",
SaaS Apps,SaaS,Krishna did a great job! Thanks!,
Hybrid Workloads (Phoenix),Enterprise,Abhishek Kamle did a great job explaining your product and finding misconfigurations within our backup system.,
Endpoints,EP,Thanks for the quick response. We look forward to working with you in the future.,
Endpoints,EP,Thanks for the quick response. We look forward to working with you in the future.,
Endpoints,EP,Thanks for the quick response. We look forward to working with you in the future.,
Endpoints,EP,Thanks for the quick response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thanks for the quick response. We look forward to working with you in the future.,
Endpoints,EP,Thanks for the quick response. We look forward to working with you in the future.,
Endpoints,EP,Thanks for the quick response. We look forward to working with you in the future.,
SaaS Apps,SaaS,Thanks for the quick response. We look forward to working with you in the future.,
Endpoints,EP,amazing support,
SaaS Apps,SaaS,Very fast support Information given by the techs is always accurate and helpful Follow-up and follow thru is always amazing with Druva support Thanks,
Hybrid Workloads (Phoenix),Enterprise,Very helpful. Explained how it works.,
Endpoints,EP,support was helpful and efficient,
SaaS Apps,SaaS,"Extremely quick response time, very helpful support. Honestly, some of the best I've ever experienced.",
Endpoints,EP,approach from starting was incorrect.,
SaaS Apps,SaaS,"The support person understood my questions, and gave clear and useful guidance.",
Endpoints,EP,"Aaquib Mulla did a great job, and so did the customer service rep who fielded the call. Got a call back in short time and resolved quickly. Also responded to further questions.",
Hybrid Workloads (Phoenix),Enterprise,"It is very inconvenient that there is not a way to indicate a Phoenix backup content should NOT contain any NFS/external mounts, only local disks. Not having this will require much more detailed work on content rules in order to not accidentally back up multi-TB NetApp mounts on the client file serve.",
Hybrid Workloads (Phoenix),Enterprise,Was surprised to learn that if we back up an incorrect path from a server that it will NEVER stop being counted against our data storage unless your engineers delete the entire saved data from that server. This makes me very nervous about creating exactly correct content rules because if it's not exactly correct the first time I'm paying for data I don't really want stored.,
SaaS Apps,SaaS,"drop the minimum level required to enrol on MSP platform, its to high at present.",
SaaS Apps,SaaS,"Excellent support, very friendly engineers with huge knowledge and know-how-to. Keep the good support guys!",
Hybrid Workloads (Phoenix),Enterprise,Thankyou,
Hybrid Workloads (Phoenix),Enterprise,Abhishek was a great technician to work with. He followed up persistently and we got the issue resolved.,
Hybrid Workloads (Phoenix),Enterprise,The software is a pain to setup. Not sure if I'm doing it right.,
SaaS Apps,SaaS,"Products need to Focus on customer focused features, particularly it admins.",
Native Workloads (CloudRanger),Enterprise,Support has always been extremely helpful and the products offered continue to work great!,
Hybrid Workloads (Phoenix),Enterprise,"Excellent work by Syed in identifying the issue, troubleshooting and finally identifying the root cause of the issue. The customer has echoed the same opinion as well.",
Endpoints,EP,Thank You Marc Case #00210400,
Hybrid Workloads (Phoenix),Enterprise,"Listent to customer request, process and give them what they need",
SaaS Apps,SaaS,Very quick and deliberate support.,
Endpoints,EP,"While you guys are a little pricey, I have to say you are the only vendor that I deal with that is perfect on the Customer Service side. As long as that continues, I'm happy to pay a little more than your competitors charge.",
SaaS Apps,SaaS,Sadiya was very helpful and was able to quickly solve my issue.,
Endpoints,EP,Improve your OTP will not go like spam DB.,
SaaS Apps,SaaS,Excellent service from Krishnaprasad B and he had done good job Thanks for you support,
Hybrid Workloads (Phoenix),Enterprise,Raj is very good in troubleshooting the SQL server DB issue,
Hybrid Workloads (Phoenix),Enterprise,Good,
Hybrid Workloads (Phoenix),Enterprise,Appreciated Sudhakar's help in Identifying and providing solution for the DTC backup issue,
Hybrid Workloads (Phoenix),Enterprise,Thanks,
Hybrid Workloads (Phoenix),Enterprise,Good,
Hybrid Workloads (Phoenix),Enterprise,N/A,
Hybrid Workloads (Phoenix),Enterprise,N/A,
Hybrid Workloads (Phoenix),Enterprise,n/a,
Hybrid Workloads (Phoenix),Enterprise,n/a,
Hybrid Workloads (Phoenix),Enterprise,n/a,
Endpoints,EP,They way of explication and problem resolving good.,
Native Workloads (CloudRanger),Enterprise,Excellent support,
SaaS Apps,SaaS,The process was way too slow and had to be escalated to the Technical support director. Once he was involved things went quickly and the problem was properly diagnosed and fixed expertly. Previous support was lazy and unhelpful in their actions and diagnosis. The time zone shifts are ridiculous with some q&as taking 24 hours or more. It was made worse because not all comments that were added to the support ticket were emailed so I had to keep remembering to check the web page for updates.,
Hybrid Workloads (Phoenix),Enterprise,Engineer was awesome!!,
Endpoints,EP,The support engineer was very helpful and supportive.,
SaaS Apps,SaaS,Excellent support from Gagan. He explained and showed me what the issue was and how to resolve. Outstanding support!!,
Hybrid Workloads (Phoenix),Enterprise,Alot of your documentation is a little too technical.,
SaaS Apps,SaaS,Krishnaprasad provided excellent support.,
Endpoints,EP,Thank you！,
Hybrid Workloads (Phoenix),Enterprise,Support were very useful and polite.,
SaaS Apps,SaaS,"Thanks for the quick turnaround and addressing our concern raised by us , the agent is very proficient and professional thanks Druva",
Endpoints,EP,App aware backup service support has been broken. The tech has not been able to fix our SQL Server backups in several days. The backups started working fine but had a slowly increased their failure rate. Now the backups don't work at all. See Case :00210074 Communications/follow through leaves room for improvement.,
Endpoints,EP,You need to add MFA on your portal. We will find another solution in 30 days if there is no MFA,
Endpoints,EP,Vikram is a rock star!,
SaaS Apps,SaaS,Keep it up.,
Hybrid Workloads (Phoenix),Enterprise,"Please pass the information to your Druva support SME, if any P1 issue, please take it on high attention and update the status to customer in every 30 mins or 1 hr atleast.",
Endpoints,EP,"There were some things in documentation that would have prevented this case from being made, namely, specific information about the inSyncDecomission binary.",
Hybrid Workloads (Phoenix),Enterprise,"When we called to India Toll free number of Druva support team, we waited long time and then someone picked up our call. This was not expected when we were performing any production critical task through Druva product. Need to improve it.",
Endpoints,EP,IT was nice the rep was so polite and resolved the issue.,
SaaS Apps,SaaS,Thank you for your prompt response. We look forward to working with you in the future.,
Native Workloads (CloudRanger),Enterprise,Olivier was very good with keeping us updated with the progress of our ticket. This is a very good customer service we received so thank you.,
Hybrid Workloads (Phoenix),Enterprise,Support is always fast to respond and gives accurate responses in a timely fashion,
SaaS Apps,SaaS,The agent is very professional and great with teh knowledge and helped majourly,
SaaS Apps,SaaS,"Many thanks to Mahesh Kadu for assisting us with an issues related to AD connector in Druva cloud. Mahesh have shown a great deal of knowledge of the issue at hand, and was very professional and friendly in explaining the issue and possible solution, which we applied. Thanks for your excellent support",
SaaS Apps,SaaS,You guys are excellent~,
Endpoints,EP,"Druva team is excellent team for supporting a every client. Atul bankar, this person have full knowledge of Druva Insync and communication was very good. Thanks for your support for forever endever.",
SaaS Apps,SaaS,"The support intergration with the Druva portal (althou being different system) will make it easier to raise calls, and using SSO for both would save time and less hassle when needing to raise tickets.",
SaaS Apps,SaaS,Very responsive to my issue and any updates that I provided!,
SaaS Apps,SaaS,"Exporting multiple users does not export PST, it exports individual messages. The rest of features are pretty standard across backup products like this one. Its hard to tell what users are using account licenses between shared, preserved, exchange, onedrive, teams.",
SaaS Apps,SaaS,Rahul has been very skillful and knowledgeable and patient in helping to sort this issue. Was a pleasure to work with him.,
Endpoints,EP,great product!,
SaaS Apps,SaaS,"Excellent products. Do wish some management and reporting features were better. For example, each admin can assign reports to be sent to non-admin users. But any modifications of this must be done by the admin who assigned them. Other admins don't even see those settings. Wish a global admin could be able to see and modify any reporting configured.",
Hybrid Workloads (Phoenix),Enterprise,Syed is very responsive and helpful. Great to work with him,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Hybrid Workloads (Phoenix),Enterprise,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,Thank you for your prompt response. We look forward to working with you in the future.,
Endpoints,EP,service is good this is what is needed in future also.,
Hybrid Workloads,Enterprise,Keep up the good work and product solutions.,
SaaS Apps,SaaS,"Overall Great Experience. Timely messaging, and matter of fact answers. Very pleased",
SaaS Apps,SaaS,Please add a button in Druva Console to go to support.,
SaaS Apps,SaaS,Support levels as always are fantastic from Druva - Shoeb is a credit to the company. Many thanks :),
Hybrid Workloads (Phoenix),Enterprise,"Syed Abbas did a great job in this case, i almost didn't need to request for updates in this case and he is very knowledgeable in this field. Well done!!",
SaaS Apps,SaaS,"Amazing, many thanks for help",
SaaS Apps,SaaS,"Quick, efficient, and accurate",
Hybrid Workloads,Enterprise,Support engineer was quick to assist me with the issue regarding the 7 day waiting period before Hyper-v host can be removed from the portal.,
Hybrid Workloads,Enterprise,We noticed frequent downtime on the Phoenix cloud portal and it was down on morning IST hours. it would be better if we could avoid unexpected downtimes.,
SaaS Apps,SaaS,You have a great team of support engineers,
Hybrid Workloads,Enterprise,Good follow up thank you!,
Endpoints,EP,This response has resolved all the installation and activation issues with the IMD command for the inSync program that occurred after importing the device mapping. We would like to thank the support staff for their dedication to resolving these issues in spite of their busy schedules. It is obvious that our investigation alone would not have been able to resolve these issues in such a short time. Thank you in advance for your cooperation.,
Endpoints,EP,This response has resolved all the installation and activation issues with the IMD command for the inSync program that occurred after importing the device mapping. We would like to thank the support staff for their dedication to resolving these issues in spite of their busy schedules. It is obvious that our investigation alone would not have been able to resolve these issues in such a short time. Thank you in advance for your cooperation.,
SaaS Apps,SaaS,great support,
SaaS Apps,SaaS,great,
Endpoints,EP,My tech was great to work with and resolved my issue within 5 mins,
SaaS Apps,SaaS,Prompt respoce with quolity details.....,
Hybrid Workloads (Phoenix),Enterprise,"Great support from Pratibha, thanks!",
SaaS Apps,SaaS,Amazing support. fast to provide resolution and advice on how we could improve our backup experience,
Endpoints,EP,Don't make me do a survey,
Endpoints,EP,Excellent support.,
SaaS Apps,SaaS,Krishnaprasad did a fantastic job in helping to delve into this issue! The support experience was fantastic again. Thank you!,
Hybrid Workloads,Enterprise,excellent support as always,
Hybrid Workloads,Enterprise,Please work faster on SAP Oracle and SAP HANA backup support. We have a huge demand for it and Druva would be our first choice to do so.,
Hybrid Workloads,Enterprise,Thank you for all your assistance.,
Endpoints,EP,Great customer service. Very responsive and good knowledge. Thanks for your help!,
Endpoints,EP,the tech that i worked with was knowledgeable and helpful about my issue.,
SaaS Apps,SaaS,Support staff were excellent. Very friendly and helpful.,
